id,year,notary,rollo,image_num,text_original,label_primary,label_extended,wikidata_uri,text_english,text_chinese
135,1653,Esteban Agreda de Vergara,38,34,yqueen ella ubo coluçion ni por otra caussanirra zonalguna.,Circumstance,Circumstance of the deed,https://www.wikidata.org/wiki/Q19037978,and that in it there was no collusion nor for any other zonal cause.,并且其中没有勾结，也没有任何其他区域性原因。
1,1653,Esteban Agreda de Vergara,38,22,carta de pago en favor de pedro en rriquez - bernardo derreyna.,Header,Header - payment,https://www.wikidata.org/wiki/Q1141160,payment letter in favor of Pedro in Rriquez - Bernardo Derreyna.,以 Rriquez 的 Pedro 为受益人的付款信 - Bernardo Derreyna。
238,1658,Nicolas de Valdivia y Brisuela,40,171,ciones pedir terminos hordinarios y extra hordinarios y renunciarlos y pedir otros denuebo.,Scope,Scope of deed,https://www.wikidata.org/wiki/Q472160,tions to ask for hordinary and extra-hordinary terms and renounce them and ask for others again.,要求普通和非常规条件，然后放弃它们并再次要求其他条件。
572,1658,Nicolas de Valdivia y Brisuela,40,202,y medoy por contento y entrergado delas dhas casas que assy tengo conpradas y assy otorgamos lo expresado.,Binding,Binding clause,https://www.wikidata.org/wiki/Q15725999,and I am happy and dedicated to the two houses that I have bought and we grant what has been expressed.,我很高兴并致力于我购买的两栋房子，我们同意所表达的内容。
701,1658,Nicolas de Valdivia y Brisuela,40,212,y para todo lo qu dho es y a ello anexo y dependiente les doy con libre y jeneral administraçion y relebaçion enforma y con facultad de que lo puedan sostituyr en uno dos o mas procuradores rebocar a unosy bolber nombrar otros de nuebo con causa o sin ella.,Scope,scope of deed,https://www.wikidata.org/wiki/Q472160,"and for everything that is and to it annexed and dependent I give you with free and general administration and relebaçion in form and with the power that two or more attorneys can replace it in one, reinstate some and have to appoint others again with or without cause.",对于一切及其附属和附属的事物，我给予您自由和一般的行政管理和形式上的关系，并赋予您两个或更多律师可以将其替换为一名律师的权力，恢复一些律师的职位，并且必须在有或无理由的情况下再次任命其他律师。
441,1658,Nicolas de Valdivia y Brisuela,40,191,e yo el dho conprador aseto esta escritura segun y como enella secontiene y me doy por contento y entregado del dho negro nicolas y renunçio asimesmo la ley del engaño.,Disallowance,Disallowance,https://www.wikidata.org/wiki/Q3045049,"and I, the buyer, write this deed according to and as it is contained in it, and I consider myself happy and devoted to the black man, Nicolas, and I also renounce the law of deception.",我，买方，根据其中所包含的内容写下这份契约，我认为自己很高兴并且忠于黑人尼古拉斯，并且我也放弃了欺骗法。
567,1658,Nicolas de Valdivia y Brisuela,40,202,y caso queles salgan luego que seme delabos lo seguire y fenesere a mi propria costa hasta le dejar enquieta ypasi fica poseçion.,Binding,Binding clause,https://www.wikidata.org/wiki/Q15725999,"And if they come out after I have learned of them, I will follow them and defend them at my own expense until I leave them restless and passive in their possession.",如果他们在我得知后出来，我将跟踪他们并自费保卫他们，直到我让他们坐立不安并被动地占有他们。
128,1653,Esteban Agreda de Vergara,38,33,ypara el cumpli miento de todolo susodhoobligamos nuestras personas ybienes muebles yrraises avidos yporaver.,Reassurance,Reassurance,https://www.wikidata.org/wiki/Q16868597,and for the fulfillment of all its objectives we bind our persons and personal property and lands eagerly and willingly.,为了实现其所有目标，我们热切且自愿地约束我们的人身、个人财产和土地。
366,1658,Nicolas de Valdivia y Brisuela,40,186,ypara cumplirlo desde luego juro por dios nuestro senor ypor esta senalde cruz que ago con los de dos de mimano derecha. deque no contrabendre aella en todo nienparte ni are dha exclamaçion ny protestaçion nila tengo hecha.,Validation,Validation,https://www.wikidata.org/wiki/Q359176,And to fulfill it of course I swear by God our Lord and by this sign of the cross that I make with those of two on my right hand. that I will not contradict it in any way nor will I make any exclamation or protest nor have I made it.,当然，为了实现这一目标，我以我们的主上帝和我右手上的两个十字架的标志起誓。我不会以任何方式反驳它，我不会发出任何感叹或抗议，我也不会这样做。
209,1658,Nicolas de Valdivia y Brisuela,40,143,enla siu dela trinidad puerto debuenos ayres pro binçia del rio delaplata enbeynte dias del mes deagosto demil seisçientos quarenta yquatro anos.,year,year and place,https://www.wikidata.org/wiki/Q577; https://www.wikidata.org/wiki/Q98929991,in the siu of the trinidad port of buenos ayres pro binçia del rio delaplata enbeynte days of the month of August one thousand six hundred forty and four years.,在特立尼达布宜诺斯艾利斯港的 siu，1644 年 8 月的 binçia del rio delaplata enbeynte 日。
101,1653,Esteban Agreda de Vergara,38,30,ydanpo der alas justas desumagd dequales quier partes quesean para queselo hagan cumplir como porsen tençia di finitiva pasada en cosajus gada.,Reassurance,Reassurance,https://www.wikidata.org/wiki/Q16868597,and they are able to give the rightful wings to decide whichever parties wish to enforce it as a final tenancy passed in a res jus gado.,他们能够给予合法的权力来决定哪一方希望将其作为在加多的最终租约中通过。
119,1653,Esteban Agreda de Vergara,38,33,yrrenuncie sobreello laleydelhor denamento rrealde alcala dehenares quedis pone quehasta quatro años sesupla eljusto preçio dela cosa que sevende por menos delamitad delo quevale o se compra.,Disallowance,Disallowance,https://www.wikidata.org/wiki/Q3045049,and renounce on this the law of royal denamento de alcala de henares which states that up to four years the fair price of the thing that is sold for less than half of what it is worth or bought is supplied.,并就此放弃《皇家阿尔卡拉德埃纳雷斯法》，该法规定，以低于其价值一半的价格出售或购买的物品，最多四年内按公平价格供应。
34,1653,Esteban Agreda de Vergara,38,28,siendo testigos jua gl rrelus yjua bautista del oyo yfrano albiz presentes.,Reassurance,Reassurance,https://www.wikidata.org/wiki/Q16868597,witnesses being jua gl rrelus and jua bautista del oyo and franco albiz present.,目击者有 jua gl rrelus、jua bautista del oyo 和 franco albiz 在场。
788,1658,Nicolas de Valdivia y Brisuela,40,236,y desde luego me obligo ala ebiçion seguro y saneamyto deste dho senso y todos los dhos bienes obligados ypotecados en manera que agora y en todo tienpo seran siertos y se guros depleytos enbargos contradiçiones y otros litixios y enbarasos y caso que sepierdan o deterioren por ynsendios tenpestades y otros casos fortuytos pensados o nopensados sienpre he de pagar enteramente dhos coridos y el prinsipal al tienpo y quando tubieren hedad conpetente laque el dero dispone los dhos menores o aviendo tomado estado todos o qual quiera de ellos a quien letocare en partiçion por su lexima.,Binding,Binding clause,https://www.wikidata.org/wiki/Q15725999,"and of course I obligate myself to the safe and sane protection of this right and all the right assets obligated and vested in such a way that now and at all times they will be safe and secure in cases of contradictions and other litigation and encumbrances and in the event that they are lost or deteriorated due to various storms and other fortuitous cases, planned or not planned, I will always pay in full the principal and the principal at the time and when they have a competent property that the dero disposes of the minor or having taken state all or any of them who will be assigned in partition by his lexima.",当然，我有义务安全和理智地保护这项权利以及所有有义务和归属的权利资产，以便在出现矛盾和其他诉讼和产权负担的情况下，无论现在还是任何时候，它们都将是安全可靠的，并且如果它们由于各种风暴和其他偶然情况（计划或计划外）而丢失或损坏，我将始终全额支付本金和当时的本金，并且当他们拥有德罗处置的合格财产时，我将始终全额支付本金和本金。未成年人或已经采取了所有或任何将由他的词汇分配分区的状态。
331,1658,Nicolas de Valdivia y Brisuela,40,183,todo lo dho con el sitio y suelo que tiene yle pertenese enpreçio quantia delos dhos quatro sientos y sinquenta pesos de aocho reales.,Asset,Value of asset,https://www.wikidata.org/wiki/Q46737,Everything is due to the site and land it has and belongs to it in the amount of four and sixty pesos of eight reales.,一切都归功于它拥有并属于它的场地和土地，金额为八雷亚尔的四比索和六十比索。
688,1658,Nicolas de Valdivia y Brisuela,40,211,ser enconformidad delo dispuesto sobre esta rason ycon sintio eldho otorgante que desta escritura seleden al dho manuel mulato el tras lado o traslados que pidiere para usar desu der y libertad.,Binding,Binding clause,https://www.wikidata.org/wiki/Q15725999,be in accordance with the provisions regarding this reason and with the grantor's intention that from this deed the transfer or transfers that he may request are granted to Mr. Manuel Mulato to use his right and freedom.,符合有关此原因的规定，并符合设保人的意图，即从本契约中，他可能要求的转让被授予曼努埃尔·穆拉托先生以使用他的权利和自由。
523,1658,Nicolas de Valdivia y Brisuela,40,198,aserca del qual renunçio mipro prio fuero domisilio y besindad dela ley que dise que elactor debe seguir el fuero del reo.,Disallowance,Disallowance,https://www.wikidata.org/wiki/Q3045049,"about which I renounce my own jurisdiction, domicile and blessing of the law that says that the actor must follow the jurisdiction of the inmate.",对此，我放弃自己的管辖权、住所和法律的祝福，即行为人必须服从囚犯的管辖权。
249,1658,Nicolas de Valdivia y Brisuela,40,171,y al suso dho como prinsipal y asostitutos relebo segun horden de. y le doy con libre y jeneral acion en quanto al dho.,Scope,Scope of deed,https://www.wikidata.org/wiki/Q472160,and to the same dho as principal and substitutes replacement according to order of. and I give it with free and general action regarding the dho.,并以与主事相同的 dho 并按顺序替换替换。我以关于 dho 的自由和一般行动来给予它。
64,1653,Esteban Agreda de Vergara,38,30,poder gl delalferez feliciano detorres para pleytos ycobransas adon diego paez clavijo y al comiso gl fernando nan dela guila ynsolidum con facultad desustituirlo.,Header,Header - power of attorney to represent in trials and receive payments,https://www.wikidata.org/wiki/Q1141160,power of gl delalferez feliciano detorres to pleytos ycobransas adon diego paez clavijo and to the confiscation gl fernando nan dela guila ynsolidum with the power to replace him.,gl delalferez feliciano detorres 的权力交给了 pleytos ycobransas adon diego paez clavijo 并没收了 gl fernando nan dela Guila ynsolidum 的权力以取代他。
797,1658,Nicolas de Valdivia y Brisuela,40,237,poder don grabiel de toro masote,Copete,Copete; power of attorney,https://www.wikidata.org/wiki/Q8350837,power don grabiel de toro masote,权力唐·格拉比尔·德·托罗·马索特
195,1653,Esteban Agreda de Vergara,38,105,enla ciu delatt puerto debuenos ayres en dos dias del mes dedisiem demill yseis çientos ysinq ytres anos.,year,year and place,https://www.wikidata.org/wiki/Q577,in the city of the port of Buenos Ayres on two days of the month of demill ysix hundred ysinq ythree years.,三年六百年的德米尔月两天，在布宜诺斯艾利斯港市举行。
731,1658,Nicolas de Valdivia y Brisuela,40,218,lo qual linda por lado con las casas del dho ambroçio pereyra y por otro lado con casas de xpobal rodriges y el conbento del S san fran calle rl de por medio y asimesmo por otro costado linda con casas del cap lorenso juares maldonado calle real por medio.,Asset,Description of asset; plot,https://www.wikidata.org/wiki/Q46737,which borders on one side with the houses of Dho Ambroçio Pereyra and on the other hand with houses of,它的一侧与 Dho Ambroçio Pereyra 的房屋接壤，另一侧与 Dho Ambroçio Pereyra 的房屋接壤
519,1658,Nicolas de Valdivia y Brisuela,40,198,y des luego me desapodero del dho esclabo y lo sedo tras paso y renunçio al conprador y con el todo el der desenorio poseçion y pro piedad que ael tenia.,Disallowance,Disallowance,https://www.wikidata.org/wiki/Q3045049,and then I took possession of my slave and seized him one step at a time and renounced the buyer and with him all the possession and property that he had.,然后我占有了我的奴隶，一步一步地抓住他，并放弃了买主以及他所拥有的所有财产。
879,1658,Nicolas de Valdivia y Brisuela,40,251,otorgo q doy todo mi poder cumplido elque de dero puedo y es nesso para baler a matias martin cordobes mi marido lexitimo y al dho mi padre a anbos juntos y a cada uno deporsy ynsolidun con ygual facultad para que si dios fuere serbido de me llebar desta presente vida sin aver hecho mitestamento en forma que lo hagan y otorguen por my.,Dispositio,Dispositio,https://www.wikidata.org/wiki/Q1149305,"I grant that I give all my power fulfilled what I can and is necessary to bear to Matias Martin Cordobes, my legitimate husband and to my father, to both of them together and to each of them deporsy and solidun with the same power so that if God were served to take me from this present life without having made a will in such a way that they do it and grant it for me.",我承认，我将尽我所能和必要的全部权力给予我的合法丈夫马蒂亚斯·马丁·科尔多贝斯和我的父亲，给予他们两人，给予他们每个人以同样的权力，以便上帝能够在没有立下遗嘱的情况下将我从今生带走，他们会这样做并为我授予它。
630,1658,Nicolas de Valdivia y Brisuela,40,205,sienachas deatres libras endos surrones asinco reales montan sesenta dos pesos ymedio.,Asset,asset; hatchet; price; quantity,https://www.wikidata.org/wiki/Q46737,Sienachas of three pounds in two surros and five reales amount to sixty-two and a half pesos.,三磅的锡耶纳查换成两块苏罗和五雷亚尔，相当于六十二比索半。
132,1653,Esteban Agreda de Vergara,38,33,ycomo savi dora dellas quedis ponen que conbiene alarrepublica quelas mugeres no queden sin dote ylaleydela nueva rreco pilaçion que diçe quela mujer no pueda serfiadora del marido sino se provare averseconvertido ensuutilidad yno delas cossas queelmarido lees o bliga do desustentaçion.,Circumstance,Circumstance of deed - rights of women,https://www.wikidata.org/wiki/Q19037978,and as a savior of those who say that it is good for the republic that women are not left without dowry and the law of the new renaissance that says that the woman cannot be the husband's fiancée otherwise she will prove to be converted into her usefulness and not from the things that the husband reads or the obligation of sustenance.,作为那些认为妇女不没有嫁妆对共和国有好处的人的救世主，以及新文艺复兴时期的法律规定，妇女不能成为丈夫的未婚妻，否则她将被证明是有用的，而不是摆脱丈夫阅读的东西或维持生计的义务。
831,1658,Nicolas de Valdivia y Brisuela,40,247,mas un negrito criollo ermano dela contenida llamado Luis de edad de quatro años endossi entos pessos de a ocho reales 200 p.,Asset,asset; slave; price; quantity,https://www.wikidata.org/wiki/Q46737,"plus a little black Creole brother of the content named Luis, four years old, endowing these pesos of eight reales 200 p.",再加上内容的一个名叫路易斯的黑人克里奥尔小兄弟，四岁，捐赠了这些八雷亚尔的比索200 p。
489,1658,Nicolas de Valdivia y Brisuela,40,194,y sedespacha en este papel comun enqueba escrita esta escrytura por falta del sellado.,Circumstance,Circumstance of the deed,https://www.wikidata.org/wiki/Q19037978,and it is dispatched on this common paper in which this writing was written due to lack of sealing.,由于没有密封，所以将其写在这张普通的纸上。
343,1658,Nicolas de Valdivia y Brisuela,40,184,en manera deque le seran agora entodo tiempo siertas y seguras depleytos embargos contra disiones y otros litijios y que si alguno le saliere.,Validation,Validationd,https://www.wikidata.org/wiki/Q359176,in such a way that there will now be clear and secure embargoes against dissensions and other disputes at all times and that if any of them arise.,这样一来，任何时候以及一旦出现任何分歧和其他争端，现在都将受到明确和安全的禁运。
748,1658,Nicolas de Valdivia y Brisuela,40,220,yprometo nopedir deste my juramento soluçion ny relajasion ajuez niprelado que consedermelo pueda y seda proprio motu seme consediere no usare de ello sola dha pena deperjura.,Reassurance,Reassurance,https://www.wikidata.org/wiki/Q16868597,and I promise not to ask for this my oath solution or relaxation from a judge or prelate who can grant it to me and seda proprio motu seme consediere I will not use it alone on pain of perjury.,我保证不会向法官或主教索取我的宣誓解决方案或放松，他们可以将其授予我，并且我不会单独使用它，否则作伪证。
793,1658,Nicolas de Valdivia y Brisuela,40,237,y paso antemi el capn don nicolas debaldibia y brisuela alcalde hordynario desta dha siud porsu magd por falta de escribano puco ny rl.,Reassurance,Reassurance,https://www.wikidata.org/wiki/Q16868597,"And the captain Don Nicolas debaldibia and Brisuela, mayor hordynario of this dha siud, passed before me for his magd due to the lack of a notary Puco ny rl.",船长唐·尼古拉斯·德巴尔迪比亚 (Don Nicolas debaldibia) 和布里苏埃拉 (Brisuela)，这个 dha siud 的市长霍迪纳里奥 (hordynario)，由于缺少公证人 Puco ny rl，在我面前经过了他的 magd。
314,1658,Nicolas de Valdivia y Brisuela,40,179,y se sometieron los jueses y jus del rey nuestro sr para ser conpelidos como por sentençia dejuez conpetente pasada en cosa jusgada y renunçiaron las leyes desu favor.,Validation,Validation and Disalowance,https://www.wikidata.org/wiki/Q359176,and the judges and jus of our lord king submitted to be condemned as by a sentence of a competent judge passed in res jusgada and they renounced the laws of their favor.,我们主国王的法官和法官们接受了一位称职的法官在《法律》中通过的判决的谴责，并放弃了对他们有利的法律​​。
159,1653,Esteban Agreda de Vergara,38,101,ypara todo lorreferido ylo demas que pueda suseder aunque sean cossas que rrequieran espeçial poder por que por este adeser visto estar ynclusos los dhos cassos enel.,Scope,Scope of deed,https://www.wikidata.org/wiki/Q472160,"and for everything referred to above and everything else that may arise, even if they are things that require special power because by this means it is seen that even the two cases are in it.",对于上面提到的一切以及可能出现的其他一切，即使它们是需要特殊力量的事情，因为通过这种方式可以看出，即使是这两种情况也在其中。
910,1653,Esteban Agreda de Vergara,38,20,y paralo asicum plr los dhos manuel martin yfrano hernandes ypedro de goyan ypedro delavarsena marineros ycapitanes frano de carranza ypedro dehoyo obli gan sus personas ybienes avidos ypor aver yenes peçial la dha fragata yfletes della.,Binding,Binding clause; name of parties,https://www.wikidata.org/wiki/Q15725999,and for it as a sicum plr the men Manuel Martín and Frano Hernandes and Pedro de Goyan and Pedro Delavarsena sailors and captains Frano de Carranza and Pedro de Hoyo obligate their persons and property avidly and in order to see the special yen of the frigate and its freight.,为了这艘船，曼努埃尔·马丁、弗朗诺·埃尔南德斯、佩德罗·德·戈扬和佩德罗·德拉瓦塞纳水手以及船长弗朗诺·德·卡兰萨和佩德罗·德霍约将他们的人身和财产热切地投入到这艘护卫舰及其货物的特殊价值中。
225,1658,Nicolas de Valdivia y Brisuela,40,144,dexo y nombro por mi unibersal heredero a fran de arroyo y salsedo mi yjo para que los llebe ye herede con la bendiçion dedios y la mia.,Delegation,Delegation of authority,https://www.wikidata.org/wiki/Q1184072,I leave and name Fran de Arroyo as my universal heir and salsedo my son so that he may take them and inherit them with God's blessing and mine.,我离开并任命弗兰·德·阿罗约为我的普遍继承人，并任命我的儿子萨尔塞多为我的儿子，以便他可以带着他们并在上帝和我的祝福下继承他们。
363,1658,Nicolas de Valdivia y Brisuela,40,186,e io la dha dona ysabel deperalta adbertida del senor al calde desu mag ante quien pasa la pre sente carta delas leyes demi fabor renunçio el benefiçio del belejano con la autentica desy biame y leyes detoro y nueba recopilaçion para que no me balgan.,Disallowance,Disallowance,https://www.wikidata.org/wiki/Q3045049,and io the dha dona ysabel deperalta adbertida of the lord to the mayor of his mag before whom he passes the present letter of the laws of my fabor renunçio the benefiçio of the belejano with the authentic desy biame and laws of toro and new compilaçion so that they do not lose me.,领主的 dha dona ysabel deperalta adbertida 致他的法师市长，他在他面前传递了我的 fabor renunçio 的法律的信函，贝莱哈诺的受益者与正宗的 desy biame 和托罗的法律以及新的汇编，以便他们不会失去我。
492,1658,Nicolas de Valdivia y Brisuela,40,194,pareçieron el l antonio delos rios de al mogrera clerigo presbitero y el alferez donbaltasar flores besino dela siu desan ju debera delas siete corrientes.,Circumstance,Circumstance and place of residence of parties,https://www.wikidata.org/wiki/Q3053655; https://www.wikidata.org/wiki/Q7279,"The L Antonio delos Ríos of Al Mogrera, priestly clergyman, and the alferez Donbaltasar Flores, seemed to be the besino of the Siu Desan Ju, of the Seven Currents.",阿尔莫格雷拉 (Al Mogrera) 的牧师安东尼奥·德洛斯·里奥斯 (L Antonio delos Ríos) 和阿尔费雷斯·唐巴尔塔萨·弗洛雷斯 (alferez Donbaltasar Flores) 似乎是七流 (Seven Currents) 的 Siu Desan Ju 的贝西诺 (besino)。
36,1653,Esteban Agreda de Vergara,38,28,atemy. estevan agreda devergara. es mor de gon. dros 4 rs foxa.,Validation,Validation,https://www.wikidata.org/wiki/Q359176,atemy. estevan aggresa devergara. It's mor de gon. dros 4 rs foxa.,阿米。埃斯特万·阿格雷萨·德韦尔加拉。这是 mor de gon。 dros 4 rs 福萨。
486,1658,Nicolas de Valdivia y Brisuela,40,194,y paso antemy elcap don nicolas de baldibia y brisuela alcalde hordinario de ella por su mag por falta de escribano pu ny rl.,Reassurance,Reassurance,https://www.wikidata.org/wiki/Q16868597,and passed antemy elcap don nicolas de baldibia y brisuela hordinario mayor of her for his mag due to lack of notary pu ny rl.,由于缺乏公证人 pu ny rl，她的市长由 Antemy elcap Don nicolas de baldibia y brisuela hordinario 任命为他的杂志。
134,1653,Esteban Agreda de Vergara,38,34,yper petua firmesa deesta escriptura ydelas que envirtud della seotorgaren juro por dios nuestro señor ypor nuestra señora sumd santamaria yporlaseñal delacruz que hago segunforma dedro yporlas palabras delos santos evangelios denoyr ni venir contraellas ni parte dellas aora ni entiempo alguno pi diendo mis bienes dotales yparrafernales yheredi tarios yarras ni otros algunos caso quepueda desir yalegar quese convirtieron enpagar deudas deldho mi marido yquefui les yengañada ydamnificada eyndisida yatrayda yatemorisada por el dho mi ma rido o por otrapersona alguna.,Oath,Oath,https://www.wikidata.org/wiki/Q381045,and per petua firm of this scripture and of those that by virtue of it granted I swear by God our lord and by our lady add Santamaria and by the sign of the cross that I make according to dedro and by the words of the holy gospels not to come against them or part of them now or at any time asking for my dowry and parrafernales and hereditary assets or any other cases that I can to say and allege that they became my husband's debts and that I was deceived and harmed and tried and frightened by my husband or any other person.,并永远坚守这段经文和那些凭借它所授予的人，我以我们的主上帝和我们的女士的名义发誓，加上圣玛丽亚，并以我根据德德罗和神圣福音书的话语所做的十字记号发誓，现在或任何时候都不要反对他们或他们的一部分，索要我的嫁妆、帕拉费纳莱斯和遗传资产或任何其他我可以说和声称的情况，这些情况成为我丈夫的债务，并且我是被我的丈夫或任何其他人欺骗、伤害、审判和恐吓。
277,1658,Nicolas de Valdivia y Brisuela,40,176,y de ellas y otros apelen o supliquen entodo o parte admitiendo lo faborable y replicar sobre lo per judicial.,Scope,Scope of deed,https://www.wikidata.org/wiki/Q472160,"and from them and others appeal or plead in whole or in part, admitting what is favorable and replying about what is harmful.",并从他们和其他人那里提出全部或部分的申诉或辩护，承认有利的事情，回答有害的事情。
334,1658,Nicolas de Valdivia y Brisuela,40,183,por rason dela capellania demisas que eldho lise bartolome delaensina difunto dexo manda fundar eynstituyr enfabor delos dhos senores pre vendados.,Expositio,Expositio,https://www.wikidata.org/wiki/Q2642214,For the sake of the chaplaincy of masses that the deceased Bartolome delaensina ordered to found and institute in favor of the two pre-bandaged gentlemen.,为了弥撒牧师的缘故，已故的巴托洛梅·德拉恩西纳下令建立和建立有利于两位缠着绷带的绅士的牧师职位。
319,1658,Nicolas de Valdivia y Brisuela,40,182,ypor muerte ausencia o quenoquiera las dhas casas el dho lisen luis rodriges delujan mando de mis albaseas las bendan enalmoneda ofuera de ella.,Scope,Scope of deed,https://www.wikidata.org/wiki/Q472160,"And due to death, absence or unwillingness, the two houses, the Lord Luis Rodriges delujan, command of my albaseas blessed them in coin outside of it.",由于死亡、缺席或不情愿，两院，我的阿尔巴塞斯司令路易斯·罗德里格斯·德鲁扬勋爵，在院外用硬币祝福他们。
288,1658,Nicolas de Valdivia y Brisuela,40,177,Sepan quantos esta carta bieren como yo mateo de moya cantillana residente ensta siu delaty nidad puerto debuenos ayres.,Notificatio,Notificatio; name and place of residence of parties,https://www.wikidata.org/wiki/Q104150592; https://www.wikidata.org/wiki/Q82799; https://www.wikidata.org/wiki/Q7278,"Know how many read this letter as I do, Mateo de Moya Cantillana, resident in this siu delaty niidad Puerto de Buenos Ayres.",知道有多少人像我一样读过这封信，Mateo de Moya Cantillana，居住在布宜诺斯艾利斯港的小德拉蒂尼达。
654,1658,Nicolas de Valdivia y Brisuela,40,208,asipor es crituras como por sedulas bales conosimientos quentas delibros clausulas detesta mentos como por otros quales quier papeles y recaudos y sin ellos.,Scope,scope of deed,https://www.wikidata.org/wiki/Q472160,as well as by scriptures and by sedules bales knowledge that many books clauses detestations and by others that want papers and collections and without them.,以及通过经文和塞勒斯知识，许多书籍条款令人厌恶，以及其他想要论文和收藏但没有它们的人。
154,1653,Esteban Agreda de Vergara,38,101,enel qual dho patro nasgo susedi como hija mayor por aver fallesido eldho don manuel defrias martel mihermano como hija lixitima dela dha dona leonor martel degusman ultima poseedora del ldho patronasgo.,Circumstance,Circumstance of the deed,https://www.wikidata.org/wiki/Q19037978,"in which my patron was born as the eldest daughter due to the death of Mr. Manuel Defrias Martel, my brother as the eldest daughter of my brother Leonor Martel degusman, the last possessor of the patron saint.",其中我的守护神是由于曼努埃尔·德弗里亚斯·马特尔先生的去世而作为长女出生的，我的兄弟是我的兄弟莱昂诺·马特尔·德古斯曼的长女，莱昂诺·马特尔·德古斯曼是守护神最后的拥有者。
157,1653,Esteban Agreda de Vergara,38,101,de que dara quenta conpago de las que todas las veses que se le pidiere cumplido losuso dho delarrenta deldho patronasgo.,Scope,Scope of deed,https://www.wikidata.org/wiki/Q472160,that he will give full payment of those that every time he is asked to comply with the use of the rent of the patron saint.,每次他被要求遵守守护神的租金使用时，他都会全额付款。
8,1653,Esteban Agreda de Vergara,38,22,ambos deuna conformidad otorgamos ycono semos que damos todo nuestro poder cumplido quanbastante dedro serre quiere a pelegrin yjacome colombo vzs delaçiudad de cadis.,Institutio,Institutio,https://www.wikidata.org/wiki/Q178706,We both agree to grant and know that we give all our power fulfilled as much as anyone wants to pelegrin and jacome colombo vzs of the city of cadis.,我们都同意授予并知道我们将尽一切努力履行卡迪斯市佩莱格林和詹姆斯·科伦坡的愿望。
859,1658,Nicolas de Valdivia y Brisuela,40,248,Sepan quantos estacarta vieren comoyo el capn Jua gutierres de umanes besino desta siud delatrinidad puerto debuenos ayres.,Notificatio,Notificatio; name and place of residence of parties,https://www.wikidata.org/wiki/Q104150592; https://www.wikidata.org/wiki/Q82799; https://www.wikidata.org/wiki/Q7278,"Let them know how many of you see this letter as I do, Captain Jua Gutierres of Umanes kisses this siud of Latrinidad, Puerto de Buenos Aires.",让他们知道你们中有多少人像我一样看到了这封信，乌马内斯的胡阿·古铁雷斯上尉亲吻了布宜诺斯艾利斯港拉特里尼达的这个西乌德。
431,1658,Nicolas de Valdivia y Brisuela,40,191,y declaro que el dho esclabo es libre de alcabala derechos rs y otra obligaçion eypoteca expesial ni general.,Asset,Qualities of asset; slave,https://www.wikidata.org/wiki/Q46737; https://www.wikidata.org/wiki/Q12773219,and I declare that the slave is free of alcabala duties and other special or general obligations.,我声明奴隶不承担阿尔卡巴拉义务和其他特殊或一般义务。
642,1658,Nicolas de Valdivia y Brisuela,40,206,yseme pusiere en el horden e ynstrucçion que como dho es ede llebar de mano del dho ygnaçio demaleo y por que cumplire según y como dho es.,Circumstance,circumstance of the deed,https://www.wikidata.org/wiki/Q19037978,and put me in the order and instruction that as dho is to be delivered from the hand of the dho ygnaçio demaleo and because I will comply according to and as dho is.,并给我下达命令和指示，将 dho 从 dho ygnaçio demaleo 手中解救出来，因为我将按照 dho 的规定遵守。
376,1658,Nicolas de Valdivia y Brisuela,40,187,poder. el cap ju gutierres de umanes,Copete,Copete,https://www.wikidata.org/wiki/Q8350837,can. cap ju gutierres de umanes,能。乌马内斯角古铁雷斯
352,1658,Nicolas de Valdivia y Brisuela,40,185,yque en caso que tal benta o enajenaçion seaya deaser sea presisa mente con expreso consentimy y lisençia de los dhos prebendados y contal que las dhas casas ayan depasar conla mesma carga del dho senso debajo delos se guros quede y uso se contendrán.,Binding,Binding clause,https://www.wikidata.org/wiki/Q15725999,"and that in the event that such sale or alienation is to be carried out, it must be done with the express consent and permission of the prebendaries and provided that the two houses continue to pass with the same burden of the goods under the guarantees that remain and use will be contained.",如果要进行此类出售或转让，则必须得到预受权人的明确同意和许可，并且前提是两栋房屋继续在剩余的保证下以相同的货物负担转移，并且使用将受到限制。
414,1658,Nicolas de Valdivia y Brisuela,40,189,enla siu dela trinidad puerto debuenos ayres en terese dias del mes de marso demil y seis çien tos ysinquenta yocho años.,year,year and place,https://www.wikidata.org/wiki/Q577; https://www.wikidata.org/wiki/Q98929991,in the siu of the trinidad port of buenos ayres on teresse days of the month of March one thousand and six hundred and fifty and eight years.,一千六百五十八年三月的特蕾莎日，在特立尼达布宜诺斯艾利斯港的西乌。
